id,chord_progression,release_date,genre,chord_length
100634,<intro_1> Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin <chorus_1> Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 <verse_1> Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 G D Emin <chorus_2> Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 <verse_2> Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 G D Emin <chorus_3> Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 <verse_3> Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin G D Emin <chorus_4> Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 Emin Eminadd9 <outro_1> E,2010-03-22,jazz,235
100686,<intro_1> Bmin G D A <verse_1> Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A <chorus_1> Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin <verse_2> G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A <chorus_2> Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin G D A <outro_1> Bmin G D A Bmin G D A Bmin G D A Bmin G D A Bmin,2019-05-03,electronic,155
101110,<intro_1> Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin <verse_1> Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin <verse_2> Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin <verse_3> Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin <interlude_1> Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin <chorus_1> Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin <verse_4> Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin <verse_5> Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin <verse_6> Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin Csmin Bmin,2007,reggae,151
102430,<intro_1> G D Emin G C G Amin D <verse_1> G D Emin G C G Amin D <verse_2> G D Emin G C G Amin D <verse_3> G D Emin G C G Amin D <verse_4> G D Emin G C G Amin D <verse_5> G D Emin G C G Amin D <verse_6> G D Emin G C G Amin D <verse_7> G D Emin G C G Amin D <verse_8> G D Emin G C G Amin D <verse_9> G D Emin G C G Amin D G D Emin G C G Amin D G D Emin G C G Amin D G D Emin G C G Amin D G D Emin G C G Amin D <interlude_1> G D Emin G C G Amin D G D Emin G C G Amin D G D Emin G C G Amin D G D Emin G C G Amin D G D Emin G C G Amin D G D Emin G C G Amin D G D Emin G C G Amin D <outro_1> G D Emin G C G Amin D G D Emin G C G,2003-12-13,rap,194
103363,<verse_1> Emin D G Bmin A G Emin D G Bmin D Emin D G Bmin A G Emin D G Bmin D <interlude_1> Emin D G Bmin A G Emin D G Bmin D <verse_2> Emin D G Bmin A G Emin D G Bmin D Emin D G Bmin A G Emin D G Bmin D <interlude_2> Emin D G Bmin A G Emin D G Bmin D <verse_3> Emin D G Bmin A G Emin D G Bmin D Emin D G Bmin A G Emin D G Bmin D <interlude_3> Emin D G Bmin A G Emin D G Bmin D <bridge_1> Emin D G Bmin A G Emin D G Bmin D Emin D G Bmin A G Emin D G Bmin D Emin D C Emin <interlude_4> D G Bmin A G Emin D G Bmin D Emin D G Bmin A G Emin D G Bmin D <verse_4> Emin D G Emin D C Emin <bridge_2> D G Bmin A G Emin D G Bmin D Emin D G Bmin A G Emin D G Bmin D Emin D G Bmin A G Emin D G Bmin D Emin D G Bmin A G Emin D G Bmin D Emin D G Bmin A G Emin D G Bmin D Emin D G Bmin A G Emin,2007-03-20,alternative,224
103496,<intro_1> Bmin A Emin G Fs Bmin A Emin G A <chorus_1> Bmin A Emin G Fs Bmin A Emin G A <verse_1> Bmin A Emin G Fs Bmin A Emin G A G D A G Emin D A Fs G Fs <chorus_2> Bmin A Emin G Fs Bmin A Emin G A <verse_2> Bmin A Emin G Fs Bmin A Emin G A G D A G Emin D A Fs G Fs <chorus_3> Bmin A Emin G Fs Bmin A Emin G A <chorus_4> Bmin A Emin G Fs Bmin A Emin G A <bridge_1> Emin Bmin C Amin Emin Fs Bmin Emin Bmin C Amin Emin Fs Bmin Dmin C Gmin Bb A Dmin C Gmin Bb C Dmin C Gmin Bb A Dmin C Gmin Bb C Dmin <intro_2> C Gmin Bb A Dmin C Gmin Bb C <chorus_5> Dmin C Gmin Bb A Dmin C Gmin Bb C <verse_3> Dmin C Gmin Bb A Dmin C Gmin Bb C Bb F C Bb Gmin F C A Bb A <chorus_6> Dmin C Gmin Bb A Dmin C Gmin Bb C <verse_4> Dmin C Gmin Bb A Dmin C Gmin Bb C Bb F C Bb Gmin F C A Bb A <chorus_7> Dmin C Gmin Bb A Dmin C Gmin Bb C <chorus_8> Dmin C Gmin Bb A Dmin C Gmin Bb C <bridge_2> Gmin Dmin Eb Cmin Gmin A Dmin Gmin Dmin Eb Cmin Gmin A Dmin Fmin Eb Bbmin Db C Fmin Eb Bbmin Db Ds Fmin Eb Bbmin Db C Fmin Eb Bbmin Db Eb Fmin,2009-01-01,pop,265
105948,<intro_1> C G F C G F C G F C F G <verse_1> C F G C F G C F G C F G <verse_2> C F G C F G C G Amin F C <chorus_1> Dmin G C F Dmin G F G <chorus_2> C G F C G F C G F C G F C G F C G F C G F C F G <verse_3> C F G C F G C F G C F G <verse_4> C F G C F G C G Amin F C <chorus_3> Dmin G C F Dmin G F G <chorus_4> C G F C G F C G F C G F C G F C G F C G F C F G <bridge_1> Amin C F Dmin Amin C Dmin Emin F G <instrumental_1> C G F <chorus_5> C G F C G F C G F C G F C G F C G F C G F C F G C G F C G F C G F C G F C G F C G F C G F C G F C,1999-10-15,punk,196
106629,<intro_1> Cmin7 Fmin7 F7sus4 Cmin7 Fmin7 F7sus4 Cmin7 Fmin7 F7sus4 Bbmin7 Fmin Db <verse_1> Eb7 Cmin7 Fmin7 Eb Bbmin7 Db Eb7 Cmin7 Fmin7 Eb Bbmin7 Db <verse_2> Eb7 Cmin7 Fmin7 Eb Bbmin7 Db Eb7 Cmin7 Fmin7 Eb Bbmin7 Db <chorus_1> Eb7 Cmin7 Fmin7 F7sus4 Cmin7 Fmin7 F7sus4 Cmin7 Fmin7 F7sus4 Bbmin7 Fmin Db <verse_3> Eb7 Cmin7 Fmin7 Eb Bbmin7 Db Eb7 Cmin7 Fmin7 Eb Bbmin7 Db <verse_4> Eb7 Cmin7 Fmin7 Eb Bbmin7 Db Eb7 Cmin7 Fmin7 Eb Bbmin7 Db <chorus_2> Eb7 Cmin7 Fmin7 F7sus4 Cmin7 Fmin7 F7sus4 Cmin7 Fmin7 F7sus4 Bbmin7 Fmin Db <bridge_1> Dbmaj7 Emaj7 Bbmin7 Abmaj7 Dbmaj7 Emaj7 Bbmin7 Abmaj7 Dbmaj7 Bbmin7 Db <verse_5> Eb7 Cmin7 Fmin7 Eb Bbmin7 Db Eb7 Cmin7 Fmin7 Eb Bbmin7 Db <chorus_3> Eb7 Cmin7 Fmin7 F7sus4 Cmin7 Fmin7 F7sus4 Cmin7 Fmin7 F7sus4 Bbmin7 Fmin Db <bridge_2> Dbmaj7 Emaj7 Bbmin7 Abmaj7 Dbmaj7 Emaj7 Bbmin7 Abmaj7 Dbmaj7 Bbmin7 Db <outro_1> Cmin7 Fmin7 F7sus4 Cmin7 Fmin7 F7sus4 Cmin7 Fmin7 F7sus4 Cmin7 Fmin7 F7sus4,1986-01-01,soul,157
106890,<intro_1> D A Bmin A G A D A Bmin A G Fsmin Emin A D A C G <verse_1> D A C G D A C G D A C G D A C G <chorus_1> Fsmin G A Fsmin G A Fsmin G A Bmin G A <chorus_2> D A Bmin A G Fsmin Emin A D A Bmin A G Fsmin Emin A D Emin Fsmin A G Fsmin Emin A D A C G D A C G <verse_2> D A C G D A C G D A C G D A C G <chorus_3> Fsmin G A Fsmin G A Fsmin G A Bmin G A <chorus_4> D A Bmin A G Fsmin Emin A D A Bmin A G Fsmin Emin A D Emin Fsmin A G Fsmin Emin A D E B Csmin B A Gsmin Fsmin B <bridge_1> D A C G D A C G D A C G <chorus_5> Fsmin G A Fsmin G A Fsmin G A Bmin G A D A Bmin A G Fsmin Emin A D A Bmin A G Fsmin Emin A D Emin Fsmin A G Fsmin Emin A D A Bmin A G Fsmin Emin A D A Bmin A G Fsmin Emin A D Emin Fsmin A G Fsmin Emin A D,2002-06-25,punk,221
107076,<intro_1> E E E A G E E E E E A G E E E <verse_1> E E A G E E E E E A G E E E E E A G E E E E E A G E E E <chorus_1> G E G E G A <interlude_1> E E E A G E E E E E A G E E E <verse_2> E E A G E E E E E A G E E E E E A G E E E E E A G E E E <chorus_2> G E G E G A <interlude_2> E E E A G E E E E E A G E E E <verse_3> E E A G E E E E E A G E E E E E A G E E E E E A G E E E <chorus_3> G E G E G A E E E A G E E E E E A G E E E E E A G E E E E E A G E E E A G A G A G E,2021-06-18,alternative,192
108141,<intro_1> C G D C G D <verse_1> C G D Emin D C G D C G D Emin D C G D C G D Emin D C G D <chorus_1> C G D Emin D C G D Emin D C G D Emin D C G D Emin D C G D Emin D C G D <verse_2> C G D Emin D C G D Emin C G D Emin D C G D C G D Emin D C G D <chorus_2> C G D Emin D C G D Emin D C G D Emin D C G D Emin D C G D Emin D C G D <bridge_1> C G D Emin D C G D Emin D C G D Emin D C G D <chorus_3> C G D Emin D C G D Emin D C G D Emin D C G D Emin D C G D Emin D C G D,2021-04-15,rap,164
109723,<intro_1> G Amin <verse_1> G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin <chorus_1> F Amin G Emin F Amin G F Amin G Emin F Amin G <instrumental_1> Amin <verse_2> G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin <chorus_2> F Amin G Emin F Amin G F Amin G Emin F Amin G <instrumental_2> Amin Dmin G C Amin Dmin C G F G <bridge_1> F G F G F G F G F G F G F G F G Dmin Amin Dmin Amin F G F G F G F G Dmin Amin Dmin Amin Dmin Amin Dmin Amin G <instrumental_3> Amin <verse_3> G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin <outro_1> G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin G Amin,1988,punk,194
110015,<intro_1> F G Dmin Bb C Dmin F G Dmin Bb C Dmin <verse_1> Gmin Amin Gmin Amin Bb G C Dmin Bb G C Dmin <interlude_1> Cno3d Ano3d Gno3d Dmin Cno3d Ano3d Gno3d Dmin Cno3d Ano3d Gno3d Dmin Cno3d Ano3d <verse_2> Dmin Amin Dmin Amin Bb G Dmin G C Bb C Bb Cno3d Amin Dmin <chorus_1> C Amin Dmin Bb C G C Amin Dmin Bb C G C Amin Dmin <interlude_2> Cno3d Ano3d Gno3d Dmin Cno3d Ano3d <instrumental_1> Bb C G Bb C Dmin Bb C G Bb C Dmin <verse_3> G Dmin G Bb C G Bb C Dmin G Dmin G Bb G Dmin G C Bb C Bb Cno3d Amin Dmin <chorus_2> C Amin Dmin Bb C G C Amin Dmin Bb C G Dmin C Amin Dmin <solo_1> Amin <instrumental_2> Dmin Ano3d Gmin Ano3d Dmin Ano3d Gmin Ano3d Bb C G Bb C Dmin Bb C G Bb C Dmin <bridge_1> A Dmin C Dmin C Bb Dmin C Dmin <verse_4> Bb G Dmin G C Bb C Bb Cno3d Amin Dmin <chorus_3> C Amin Dmin Bb C G C Amin Dmin Bb C G Dmin C Amin Dmin <interlude_3> Dmin7 C Gmin Bb Amin7 Gmin Dmin7 C Gmin Bb Amin7 Gmin <bridge_2> Dmin7 C Gmin Bb Amin7 Gmin Dmin7 C Gmin Bb Amin7 Gmin Dmin7 C Gmin Bb Amin7 Gmin Dmin7 C Gmin Bb Amin7 Gmin Dmin7 C Gmin Bb Amin7 Gmin Dmin7 C Gmin Bb Amin7 Gmin Dmin7 C Gmin Bb Amin7 Gmin Dmin7 C Gmin Bb Ano3d <chorus_4> Bb C G Bb C Dmin Bb C G Bb C Dmin <chorus_5> Bb C G Bb C Dmin Bb C G Bb C Dmin,2016-09-06,pop,283
110898,<intro_1> G D Emin Bmin C D Emin D G D Emin Bmin C D Emin D G Emin <verse_1> G D Emin D Emin G Emin Fsmin G D C Amin G D C D <chorus_1> G D Emin Bmin C D Emin D G D Emin Bmin C D Emin D Emin D <verse_2> Emin Fsmin G D C Emin Amin Bmin C Emin C Amin G D C D <chorus_2> G D Emin Bmin C D Emin D G D Emin Bmin C D Emin D Emin <solo_1> D Emin D Fsmin E Fsmin E Emin D Emin D Emin D Emin D Emin Fsmin E Fsmin E Fsmin E Fsmin E Fsmin Fs D Fs D Fs D Fs D Fs G Fs D Fs <solo_2> Emin <verse_3> D Emin <verse_4> D Emin <bridge_1> C Emin D G C Emin B <solo_3> Amin G Amin C G F E Amin Fsmin D E Emin G Emin Amin Bmin C Bmin Emin G Emin Amin Fsmin D E Bmin G Emin Amin Fsmin E Fsmin E Fsmin E Fsmin E Fsmin E Fsmin E Fsmin E Fsmin E Fsmin E Fsmin <instrumental_1> Emin D Emin D Emin D C B G D Emin Bmin C D Emin D <chorus_3> A E Fsmin Csmin D E Fsmin E A E Fsmin Csmin D E Fsmin E <verse_5> A E D Fsmin D E Fsmin A E D Fsmin D Fsmin E <outro_1> Fs D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D Fsmin D,2021-06-18,metal,282
110991,<verse_1> Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs <chorus_1> As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Gs <interlude_1> Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs <bridge_1> As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs <chorus_2> As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Gs <instrumental_1> Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs <chorus_3> As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Gs <outro_1> Cs Gs As Fs Cs Gs As Fs Cs Gs As Fs Cs,2003-10-18,punk,190
111808,<intro_1> A Csmin D E A Csmin D <chorus_1> E A Csmin D E A Csmin D E A Csmin D E A Csmin D E <verse_1> A Csmin D E A Csmin D E A Csmin D E A Csmin D E A Csmin D E A Csmin D E A Csmin D E A Csmin D E <chorus_2> A Csmin D E A Csmin D E A Csmin D E A Csmin D E <verse_2> A Csmin D E A Csmin D E A Csmin D E A Csmin D <chorus_3> E A Csmin D E A Csmin D E A Csmin D E A Csmin D E <bridge_1> A Csmin D E A Csmin D E A Csmin D E A Csmin D E A Csmin D E A Csmin D E <chorus_4> A Csmin D E A Csmin D E A Csmin D E A Csmin D E <outro_1> A Csmin D E A,2006-03-03,reggae,158
111875,<intro_1> D E Fsmin E A Bmin D E Fsmin E A D <verse_1> E Fsmin E A Bmin D E Fsmin E A D E Fsmin E A Bmin D E Fsmin E A Bmin <chorus_1> D E Fsmin E A Bmin D E Fsmin E A D <chorus_2> E Fsmin E A Bmin D E Fsmin E A D <instrumental_1> E Fsmin E A Bmin D E Fsmin E A D <verse_2> E Fsmin E A Bmin D E Fsmin E A D E Fsmin E A Bmin D E Fsmin E A Bmin <chorus_3> D E Fsmin E A Bmin D E Fsmin E A D <chorus_4> E Fsmin E A Bmin D E Fsmin E A D <instrumental_2> E Fsmin E A Bmin D E Fsmin E A D <instrumental_3> E Fsmin E A Bmin D E Fsmin E A D <instrumental_4> E Fsmin E A Bmin D E Fsmin E A D <chorus_5> E Fsmin E A Bmin D E Fsmin E A D <chorus_6> E Fsmin E A Bmin D E Fsmin E A D <instrumental_5> E Fsmin E A Bmin D E Fsmin E A D <instrumental_6> E Fsmin E A Bmin D E Fsmin E A D,2017-05-19,alternative,205
114435,<intro_1> D A G A D A G A <verse_1> D A G A D A G A D A G A D A G A D A G A D A G A D A G A D A G A D A G A D A G A <chorus_1> D A G A D A G A D A G A D A G A D A G A D A G A D A G A <interlude_1> D A G A D A G A <verse_2> D A G A D A G A D A G A D A G A D A G A D A G A D A G A D A G A D A G A D A G A <chorus_2> D A G A D A G A D A G A D A G A <outro_1> D A G A D A G A D A G A D,2006-08-15,reggae,160
115088,<verse_1> E Fsmin D A B Fs E D B Fs E B E <verse_2> Fsmin D A B Fs E D B Fs E B E <chorus_1> C D Fs G C D Fs G A Fsmin D A Fsmin D Fsmin E D A D A E <verse_3> Fsmin D A B Fs E D B Fs E B E <verse_4> Fsmin D A B Fs E D B Fs E B E <chorus_2> C D Fs G C D Fs G A Fsmin D A Fsmin D Fsmin E D A D A E <solo_1> Fsmin D A B Fs E D B Fs E B E <verse_5> Fsmin D A B Fs E D B Fsmin E B E <verse_6> Fsmin D A B Fsmin E D B Fsmin E B E <chorus_3> C D Fs G C D Fs G A Fsmin D A Fsmin D Fsmin E D A D A E <solo_2> Fsmin D A B Fs E D B Fs E B E C D Fs G C D Fs G A Fsmin D A Fsmin D Fsmin E D A D A E <verse_7> Fsmin D A B Fsmin E D B Fsmin E B E <verse_8> Fsmin D A B Fsmin E D B Fsmin E B E <chorus_4> C D Fs G C D Fs G A Fsmin D A Fsmin D Fsmin E D A D A E A Fsmin D A Fsmin D Fsmin E D A D A E Fsmin D <bridge_1> A B Fs E D B Fs E B <outro_1> E Fsmin D A B Fs E D B Fs E B E Fsmin D A B Fs E D B Fs E B E Fsmin D A B Fs E D B Fs E B E Fsmin,2002,rock,304
115974,<verse_1> A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G Dno3d Cno3d <chorus_1> Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d <interlude_1> Ano3d Bno3d Cno3d Dno3d <verse_2> A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G D Dsus4 Cadd9 A Asus4 G Dno3d Cno3d <chorus_2> Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d <interlude_2> Ano3d Bno3d Cno3d Dno3d <verse_3> Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d Ano3d Bno3d Cno3d Dno3d Ano3d Bno3d Cno3d Dno3d Ano3d Bno3d Cno3d Dno3d Ano3d Bno3d Cno3d Dno3d Ano3d Bno3d Cno3d Dno3d Ano3d Bno3d Cno3d Dno3d Ano3d Bno3d Cno3d Dno3d Ano3d Bno3d Cno3d Dno3d <interlude_3> Ano3d Bno3d Cno3d Dno3d <chorus_3> Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d <outro_1> Ano3d Gno3d Dno3d Cno3d Ano3d Gno3d Dno3d Cno3d Ano3d,1992,alternative,221
116206,<intro_1> D G D A Bmin A <chorus_1> D G D A Bmin A D G A Bmin A Bmin A Bmin A D G D A Bmin A D G A Bmin A Bmin A Bmin A Fsmin Bmin D Fsmin <verse_1> D Fsmin D Fsmin B A D Fsmin D Fsmin B Cs A E Bmin D A E Fsmin E A E Fsmin Bmin D Fsmin <verse_2> D Fsmin D Fsmin B A D Fsmin D Fsmin B Cs A E Bmin D A E Fsmin E A E A Fsmin Bmin D Fsmin D A7 <chorus_2> D G D A Bmin A D G A Bmin A Bmin A Bmin A D G D A Bmin A D G A Bmin A Bmin A Bmin A D A D A <verse_3> D Fsmin D Fsmin B A D Fsmin D Fsmin B Cs A E Bmin D A E Fsmin E A E A Fsmin Bmin D Fsmin <verse_4> D Fsmin D Fsmin B A D Fsmin D Fsmin B Cs A E Bmin D A E Fsmin E A Fsmin Bmin D Fsmin <chorus_3> D G D A Bmin A D G A Bmin A Bmin A Bmin A D G D A Bmin A D G A Bmin A Bmin A Bmin A D G D A Bmin A D G A Bmin A Bmin A Bmin A <outro_1> D A D A D,1975-02-15,country,240
117213,<intro_1> Gmin Amin Dmin Amin Gmin Amin Dmin Amin <verse_1> Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin Amin Dmin Amin Gmin,2021-01-28,reggae,143
120010,<intro_1> D G Bmin A D G Bmin A <verse_1> D G Bmin A D G Bmin A <chorus_1> D G Bmin A D G Bmin A D G Bmin A D G Bmin A D G Bmin A D G Bmin A <chorus_2> D G Bmin A D G Bmin A D G Bmin A D G Bmin A <verse_2> D G Bmin A D G Bmin A <chorus_3> D G Bmin A D G Bmin A D G Bmin A D G Bmin A D G Bmin A D G Bmin A <chorus_4> D G Bmin A D G Bmin A D G Bmin A D G Bmin A <interlude_1> D G Bmin A D G Bmin A <verse_3> D G Bmin A D G Bmin A <chorus_5> D G Bmin A D G Bmin A D G Bmin A D G Bmin A D G Bmin A D G Bmin A <chorus_6> D G Bmin A D G Bmin A D G Bmin A D G Bmin A,2019-07-05,rap,171
120032,<intro_1> C F Amin G C F Amin G <verse_1> C F Amin G C F Amin G C F Amin G C F Amin G C F Amin G C F Amin G C F Amin G C F Amin G <chorus_1> C F Amin G C F Amin G C F Amin G C F Amin G C F Amin G C F Amin G <verse_2> C F Amin G C F Amin G C F Amin G C Amin G C F Amin G C F Amin G <chorus_2> C F Amin G C F Amin G C F Amin G C F Amin G C F Amin G C F Amin G <chorus_3> C F Amin G C F Amin G C F Amin G C F Amin G C F Amin G C F Amin G,2011-07-26,reggae,141
122754,<intro_1> A D G D G D A D <verse_1> A D G D G D Bmin Emin A D G D G D Bmin Emin A <chorus_1> Dmin G D G D A7 D <verse_2> A D G D G D Bmin Emin7 A D G D G D Bmin Emin A <chorus_2> Fsmin G D G D A D <verse_3> A D G D G D Bmin Emin A D G D G D Bmin Emin7 A <chorus_3> Fsmin G D G D A D <verse_4> A D G D G D Bmin Emin A D G D G D Bmin Emin7 A <verse_5> D G D G D Bmin Emin7 A D G D G D Bmin E7 A <chorus_4> D G D G D A7 D <verse_6> A D G D G D Bmin Emin A D G D G D Bmin Emin A <verse_7> D G D G D Bmin Emin A D G D G D Bmin Emin A <chorus_5> Fsmin G D G D A D <verse_8> G D G D Bmin Emin A D G D G D Bmin Emin7 A7 <verse_9> D G D G D Bmin Emin A D G D G D Bmin Emin A <verse_10> D G D G D Bmin Emin A D G D G D Bmin Emin A <chorus_6> Fsmin G D G D A D <verse_11> A D G D G D Emin A D G D G D Bmin Amin7 A <chorus_7> D G D G D A D A D G D G D Bmin Emin A D G D G D Bmin Emin A D G D G D Bmin Emin A D G D G D Bmin7 Emin7 A <chorus_8> D G D G A D A <outro_1> Fsmin G D G D A D,2016-02-19,pop_rock,305
